First_Name,DOI,Researcher ID,Annee_Bibliographique,Year of first pub,gender,Paper ID,Author order,nb_auteur,Discipline of paper,Specialty of paper,Relative citation rate,ERegroupement,disc_origin,spec_origin,Country of origin
steven j.,10.1016/j.jnt.2009.09.003,19529897,2010,2004,M,44335598,1,3,Mathematics,General Mathematics,1.082,United States,Mathematics,General Mathematics,nan
siman,10.1016/j.jnt.2012.02.019,22540601,2013,2001,UNK,49702036,3,3,Mathematics,General Mathematics,0.251,United States,Mathematics,General Mathematics,nan
brett a.,10.1016/j.jnt.2012.04.021,22807397,2013,1997,M,49702046,1,2,Mathematics,General Mathematics,0.251,United States,Mathematics,Applied Mathematics,nan
brett a.,10.1016/j.jnt.2011.01.010,22807397,2011,1997,M,46476599,1,2,Mathematics,General Mathematics,2.501,United States,Mathematics,Applied Mathematics,nan
zi,10.1016/j.comnet.2012.10.005,12434487,2013,2011,M,50297017,1,5,Engineering and Technology,Electrical Engineering & Electronics,0.614,United States,Engineering and Technology,Electrical Engineering & Electronics,United States
zi,10.1109/tdsc.2012.75,12434487,2012,2011,M,49175056,1,4,Engineering and Technology,Computers,4.786,United States,Engineering and Technology,Electrical Engineering & Electronics,United States
steven,10.1016/j.comnet.2012.10.005,13442333,2013,2011,M,50297017,2,5,Engineering and Technology,Electrical Engineering & Electronics,0.614,United States,Engineering and Technology,Computers,United States
steven,10.1109/tdsc.2012.75,13442333,2012,2011,M,49175056,2,4,Engineering and Technology,Computers,4.786,United States,Engineering and Technology,Computers,United States
aaron,10.1016/j.comnet.2012.10.005,30687913,2013,2013,M,50297017,3,5,Engineering and Technology,Electrical Engineering & Electronics,0.614,United States,Engineering and Technology,Electrical Engineering & Electronics,United States
milovan,10.1098/rsif.2012.0819,37092482,2013,2005,UNK,49694214,1,4,Biomedical Research,General Biomedical Research,0.585,Slovenia,Physics,Applied Physics,nan
marija,10.1098/rsif.2012.0819,46892587,2013,2009,F,49694214,2,4,Biomedical Research,General Biomedical Research,0.585,Slovenia,Physics,General Physics,Republic of Serbia
vladimir,10.1098/rsif.2012.0819,4198998,2013,2013,M,49694214,3,4,Biomedical Research,General Biomedical Research,0.585,Slovenia,Biomedical Research,General Biomedical Research,Slovenia
bosiljka,10.1098/rsif.2012.0819,51250415,2013,1981,UNK,49694214,4,4,Biomedical Research,General Biomedical Research,0.585,Slovenia,Physics,General Physics,nan
cameron,10.1371/journal.pone.0055760,40281491,2013,2012,M,50016253,6,7,Biomedical Research,General Biomedical Research,0.117,United States,Biomedical Research,General Biomedical Research,United States
cameron,10.1371/journal.pone.0052168,40281491,2013,2012,M,49913231,5,6,Biomedical Research,General Biomedical Research,1.639,United States,Biomedical Research,General Biomedical Research,United States
guanhua,10.1016/j.comnet.2012.07.016,14981653,2013,2009,M,50256149,1,1,Engineering and Technology,Electrical Engineering & Electronics,0.512,United States,Engineering and Technology,Electrical Engineering & Electronics,United States
yazan,10.1016/j.comnet.2012.06.006,34671237,2013,2013,UNK,50256150,1,4,Engineering and Technology,Electrical Engineering & Electronics,1.843,Canada,Engineering and Technology,Electrical Engineering & Electronics,Canada
ildar,10.1016/j.comnet.2012.06.006,16245242,2013,2013,UNK,50256150,2,4,Engineering and Technology,Electrical Engineering & Electronics,1.843,Canada,Engineering and Technology,Electrical Engineering & Electronics,Canada
konstantin,10.1016/j.comnet.2012.06.006,17412727,2013,2005,M,50256150,3,4,Engineering and Technology,Electrical Engineering & Electronics,1.843,Canada,Engineering and Technology,Computers,nan
matei,10.1016/j.comnet.2012.06.006,10252319,2013,2001,M,50256150,4,4,Engineering and Technology,Electrical Engineering & Electronics,1.843,Canada,Engineering and Technology,Computers,nan
susan,10.1080/10810730.2012.727951,16465960,2013,2005,F,50186388,1,3,Professional Fields,Communication,0.7,United States,Engineering and Technology,Computers,nan
laura m.,10.1080/10810730.2012.727951,3395958,2013,1996,F,50186388,3,3,Professional Fields,Communication,0.7,United States,Psychology,Miscellaneous Psychology,nan
saskia c.,10.1080/10810730.2012.727951,42385302,2013,2001,F,50186388,2,3,Professional Fields,Communication,0.7,United States,Psychology,Developmental & Child Psychology,nan
zhihong,10.1088/1742-5468/2013/02/p02006,13073013,2013,2011,M,50124011,1,4,Physics,General Physics,0.26,China,Physics,General Physics,China
xiaoli,10.2196/jmir.2290,46615475,2013,2009,F,50106843,1,5,Health,Health Policy & Services,1.086,China,Clinical Medicine,Environmental & Occupational Health,Singapore
nigel m.,10.2196/jmir.2290,14612876,2013,1986,M,50106843,5,5,Health,Health Policy & Services,1.086,Australia,Clinical Medicine,Dentistry,nan
skye,10.1080/02560054.2013.767425,43397840,2013,2013,F,50063244,1,2,Professional Fields,Communication,0.56,United States,Professional Fields,Communication,United States
amy,10.1080/02560054.2013.767425,26866290,2013,2012,F,50063244,2,2,Professional Fields,Communication,0.56,United States,Professional Fields,Communication,United States
marco,10.1109/tkde.2011.230,18265048,2013,2013,M,49974813,1,5,Engineering and Technology,Electrical Engineering & Electronics,0.102,Italy,Engineering and Technology,Electrical Engineering & Electronics,Italy
elisabetta,10.1109/tkde.2011.230,36116539,2013,1991,F,49974813,2,5,Engineering and Technology,Electrical Engineering & Electronics,0.102,Italy,Engineering and Technology,Computers,nan
moreno,10.1109/tkde.2011.230,40932708,2013,2009,M,49974813,5,5,Engineering and Technology,Electrical Engineering & Electronics,0.102,Italy,Engineering and Technology,Computers,Italy
xin,10.1109/tkde.2011.228,42844284,2013,2011,M,49974825,1,6,Engineering and Technology,Electrical Engineering & Electronics,0.409,United States,Clinical Medicine,Neurology & Neurosurgery,United States
dhiraj,10.1109/tkde.2011.228,12321104,2013,2002,M,49974825,5,6,Engineering and Technology,Electrical Engineering & Electronics,0.409,United States,Engineering and Technology,Computers,nan
greg,10.1177/1461444812457328,17665184,2013,2009,M,50070829,1,1,Professional Fields,Communication,3.498,Canada,Professional Fields,Communication,Canada
a. john,10.1002/clc.22080,31225254,2013,1980,M,50044927,3,3,Clinical Medicine,Cardiovascular System,1.29,United Kingdom,Clinical Medicine,Cardiovascular System,nan
christian,10.1007/s11042-011-0874-2,9339503,2013,2013,UNI,50018347,1,6,Engineering and Technology,Electrical Engineering & Electronics,0.0,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,United Kingdom
christopher,10.1007/s11042-011-0874-2,22358659,2013,2013,M,50018347,2,6,Engineering and Technology,Electrical Engineering & Electronics,0.0,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,United Kingdom
veselin,10.1007/s11042-011-0874-2,13451274,2013,2004,UNK,50018347,3,6,Engineering and Technology,Electrical Engineering & Electronics,0.0,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,nan
muttukrishnan,10.1007/s11042-011-0874-2,13284273,2013,1996,UNK,50018347,6,6,Engineering and Technology,Electrical Engineering & Electronics,0.0,United Kingdom,Physics,Optics,nan
rudolf,10.1007/s11042-011-0874-2,31975376,2013,2013,M,50018347,4,6,Engineering and Technology,Electrical Engineering & Electronics,0.0,Germany,Engineering and Technology,Electrical Engineering & Electronics,Germany
erich,10.1007/s11042-011-0874-2,25437244,2013,2013,M,50018347,5,6,Engineering and Technology,Electrical Engineering & Electronics,0.0,Germany,Engineering and Technology,Electrical Engineering & Electronics,Germany
neil,10.1007/s10791-012-9195-y,24008273,2013,2006,M,49981131,1,2,Engineering and Technology,Computers,1.614,Spain,Engineering and Technology,Computers,nan
vanessa,10.1007/s10791-012-9195-y,25743330,2013,2008,F,49981131,2,2,Engineering and Technology,Computers,1.614,Spain,Engineering and Technology,Computers,Spain
xiangyang,10.1109/tmm.2012.2231061,44528540,2013,2001,M,49948107,3,4,Engineering and Technology,Electrical Engineering & Electronics,2.661,China,Engineering and Technology,Computers,nan
david,10.1016/j.intmar.2012.09.002,28934808,2013,2013,M,49969697,3,3,Professional Fields,Management,1.182,Australia,Professional Fields,Management,Australia
mandi,10.1111/cfs.12031,13763357,2013,2013,F,49728174,1,2,Professional Fields,Social Work,0.598,United Kingdom,Professional Fields,Social Work,United Kingdom
simon,10.1016/j.future.2011.10.016,3269026,2013,2012,M,49727219,1,5,Engineering and Technology,Computers,0.231,United Kingdom,Engineering and Technology,Computers,United Kingdom
christopher,10.1016/j.future.2011.10.016,41796438,2013,2013,M,49727219,4,5,Engineering and Technology,Computers,0.231,United Kingdom,Engineering and Technology,Computers,United Kingdom
nikki,10.1016/j.future.2011.10.016,1278179,2013,2013,F,49727219,5,5,Engineering and Technology,Computers,0.231,United Kingdom,Engineering and Technology,Computers,United Kingdom
sebastian,10.1016/j.future.2011.10.016,37199327,2013,2013,M,49727219,3,5,Engineering and Technology,Computers,0.231,United Kingdom,Engineering and Technology,Computers,United Kingdom
margaret j.,10.1097/jnn.0b013e318275b220,38966829,2013,2013,F,49735452,1,3,Health,Nursing,0.143,United States,Health,Nursing,United States
bonnie,10.1097/jnn.0b013e318275b220,794857,2013,2013,F,49735452,3,3,Health,Nursing,0.143,United States,Health,Nursing,United States
johanna romero,10.1097/jnn.0b013e318275b220,43853500,2013,2013,F,49735452,2,3,Health,Nursing,0.143,United States,Health,Nursing,United States
david,10.1097/acm.0b013e31827c5352,10459277,2013,2003,M,49986579,1,3,Clinical Medicine,Miscellaneous Clinical Medicine,3.506,Canada,Clinical Medicine,General & Internal Medicine,nan
joyce,10.1097/acm.0b013e31827c5352,46374646,2013,2013,F,49986579,2,3,Clinical Medicine,Miscellaneous Clinical Medicine,3.506,Canada,Clinical Medicine,Miscellaneous Clinical Medicine,Canada
rachel,10.1097/acm.0b013e31827c5352,51574144,2013,2003,F,49986579,3,3,Clinical Medicine,Miscellaneous Clinical Medicine,3.506,Canada,Clinical Medicine,General & Internal Medicine,nan
jeong-woo,10.1177/0093650211431579,51370653,2013,2013,UNK,49732891,2,2,Professional Fields,Communication,2.659,United States,Professional Fields,Communication,United States
sun-young,10.1177/1938965512463118,25002182,2013,2011,F,49705484,1,2,Professional Fields,Management,4.812,United States,Professional Fields,Miscellaneous Professional Field,nan
jonathan p.,10.1177/1938965512463118,34723379,2013,2013,M,49705484,2,2,Professional Fields,Management,4.812,United States,Professional Fields,Management,United States
yu-chuan,10.2196/jmir.2237,49194290,2013,2013,F,50106834,4,11,Health,Health Policy & Services,4.593,Taiwan,Health,Health Policy & Services,Taiwan
yu-chuan,10.1097/bcr.0b013e318241b6b7,49132212,2012,2011,F,48794734,7,7,Clinical Medicine,Surgery,1.077,Taiwan,Biomedical Research,Biochemistry & Molecular Biology,Taiwan
min-huei,10.2196/jmir.2237,15878990,2013,2006,F,50106834,6,11,Health,Health Policy & Services,4.593,Taiwan,Clinical Medicine,General & Internal Medicine,nan
yao-chin,10.2196/jmir.2237,20618226,2013,2013,M,50106834,7,11,Health,Health Policy & Services,4.593,Taiwan,Health,Health Policy & Services,Taiwan
dorjsuren,10.2196/jmir.2237,14452485,2013,2013,UNK,50106834,8,11,Health,Health Policy & Services,4.593,Taiwan,Health,Health Policy & Services,Taiwan
der-ming,10.2196/jmir.2237,32441636,2013,2003,UNK,50106834,11,11,Health,Health Policy & Services,4.593,Taiwan,Biomedical Research,Biochemistry & Molecular Biology,nan
der-ming,10.1097/bcr.0b013e318241b6b7,32441636,2012,2003,UNK,48794734,6,7,Clinical Medicine,Surgery,1.077,Taiwan,Biomedical Research,Biochemistry & Molecular Biology,nan
wen-shan,10.2196/jmir.2237,3950152,2013,1999,F,50106834,3,11,Health,Health Policy & Services,4.593,Taiwan,Biomedical Research,Biochemistry & Molecular Biology,nan
wen-shan,10.1097/bcr.0b013e318241b6b7,3950152,2012,1999,F,48794734,5,7,Clinical Medicine,Surgery,1.077,Taiwan,Biomedical Research,Biochemistry & Molecular Biology,nan
enkhzaya,10.2196/jmir.2237,10303804,2013,2012,UNK,50106834,9,11,Health,Health Policy & Services,4.593,Taiwan,Clinical Medicine,Neurology & Neurosurgery,Taiwan
shiyang,10.1016/j.jvcir.2012.07.008,12744435,2013,2013,M,50033886,1,4,Physics,Optics,0.521,Australia,Physics,Optics,Australia
justin c.,10.1016/j.resuscitation.2012.10.017,10393762,2013,2011,M,50300573,1,7,Clinical Medicine,General & Internal Medicine,1.643,United States,Clinical Medicine,Cardiovascular System,United States
nina w.,10.1016/j.resuscitation.2012.10.017,14888978,2013,2013,F,50300573,2,7,Clinical Medicine,General & Internal Medicine,1.643,United States,Clinical Medicine,General & Internal Medicine,United States
frances s.,10.1016/j.resuscitation.2012.10.017,6320801,2013,1980,F,50300573,4,7,Clinical Medicine,General & Internal Medicine,1.643,United States,Biomedical Research,General Biomedical Research,nan
timothy p.,10.1016/j.jnt.2012.07.014,1024387,2013,2013,M,49691155,1,2,Mathematics,General Mathematics,1.004,United States,Mathematics,General Mathematics,United States
andrei s.,10.1016/j.jnt.2012.07.014,30542312,2013,1981,M,49691155,2,2,Mathematics,General Mathematics,1.004,United States,Biomedical Research,General Biomedical Research,nan
alexandre,10.1109/tasl.2012.2217129,39136708,2012,2012,M,49554062,1,2,Engineering and Technology,Electrical Engineering & Electronics,0.3,Spain,Engineering and Technology,Electrical Engineering & Electronics,Spain
andres,10.4018/ijswis.2013070101,18425704,2013,2012,M,51951973,1,3,Engineering and Technology,Computers,0.231,Spain,Engineering and Technology,Computers,Spain
victor,10.4018/ijswis.2013070101,21454673,2013,2009,M,51951973,2,3,Engineering and Technology,Computers,0.231,Spain,Engineering and Technology,Computers,Spain
oscar,10.4018/ijswis.2013070101,1879523,2013,2000,M,51951973,3,3,Engineering and Technology,Computers,0.231,Spain,Engineering and Technology,Computers,nan
a-rong,10.4018/ijswis.2013070104,48040855,2013,2013,f,51951976,1,2,Engineering and Technology,Computers,0.231,South Korea,Engineering and Technology,Computers,South Korea
anne,10.1136/bmjopen-2013-002988,11182012,2013,2013,F,51847537,1,5,Clinical Medicine,General & Internal Medicine,0.548,Sweden,Clinical Medicine,General & Internal Medicine,Sweden
stefan,10.1136/bmjopen-2013-002988,21282332,2013,2013,M,51847537,2,5,Clinical Medicine,General & Internal Medicine,0.548,Sweden,Clinical Medicine,General & Internal Medicine,Sweden
anna-karin edstedt,10.1136/bmjopen-2013-002988,10908633,2013,2003,F,51847537,5,5,Clinical Medicine,General & Internal Medicine,0.548,Sweden,Clinical Medicine,Pediatrics,nan
niels,10.1136/bmjopen-2013-002988,35016862,2013,1987,M,51847537,4,5,Clinical Medicine,General & Internal Medicine,0.548,Sweden,Health,Public Health,nan
daniel,10.2501/ijmr-2013-067,6773886,2013,2011,M,51574710,1,2,Professional Fields,Management,0.338,United Kingdom,Professional Fields,Management,United Kingdom
baskin,10.2501/ijmr-2013-067,1847984,2013,2013,UNK,51574710,2,2,Professional Fields,Management,0.338,Turkey,Professional Fields,Management,Turkey
lilia,10.2501/ijmr-2013-070,51570804,2013,2013,F,51574713,1,2,Professional Fields,Management,0.422,Spain,Professional Fields,Management,Spain
isidoro,10.2501/ijmr-2013-070,34161000,2013,2012,M,51574713,2,2,Professional Fields,Management,0.422,Spain,Humanities,History,Spain
lize,10.2989/16073614.2013.837611,358260,2013,2009,M,51379440,1,2,Humanities,Language & Linguistics,0.38,South Africa,Humanities,Language & Linguistics,nan
alice,10.2989/16073614.2013.837611,18216204,2013,2013,F,51379440,2,2,Humanities,Language & Linguistics,0.38,South Africa,Humanities,Language & Linguistics,South Africa
qijin,10.1027/0227-5910/a000221,7086087,2013,2011,M,51351466,2,4,Psychology,Miscellaneous Psychology,1.695,United States,Clinical Medicine,Psychiatry,China
amy,10.1108/jd-06-2012-0078,43041326,2013,2013,F,51228471,1,3,Professional Fields,Information Science & Library Science,2.846,United Kingdom,Professional Fields,Information Science & Library Science,United Kingdom
david,10.1108/jd-06-2012-0078,38242180,2013,2004,M,51228471,3,3,Professional Fields,Information Science & Library Science,2.846,United Kingdom,Professional Fields,Information Science & Library Science,nan
peter,10.3109/0142159x.2013.804909,20516768,2013,2013,M,51151648,1,3,Clinical Medicine,General & Internal Medicine,1.765,United Kingdom,Clinical Medicine,General & Internal Medicine,United Kingdom
bob,10.3109/0142159x.2013.804909,31899237,2013,2013,M,51151648,3,3,Clinical Medicine,General & Internal Medicine,1.765,United Kingdom,Clinical Medicine,General & Internal Medicine,United Kingdom
piret,10.7592/fejf2013.54.voolaid_laineste,31495882,2013,2009,UNK,51054674,1,2,Social Sciences,Anthropology and Archaeology,0.0,Estonia,Humanities,Language & Linguistics,nan
l. fleming,10.1515/jhsem-2012-0066,34638130,2013,1987,UNK,51050419,1,2,Social Sciences,Political Science and Public Administration,0.0,United States,Clinical Medicine,Environmental & Occupational Health,nan
hans d.,10.1515/jhsem-2012-0066,37479131,2013,1997,M,51050419,2,2,Social Sciences,Political Science and Public Administration,0.0,United States,Health,Public Health,nan
daniel,10.1080/15230406.2013.799738,43795841,2013,2013,M,50929460,3,8,Social Sciences,Geography,2.663,United States,Social Sciences,Geography,United States
keyi,10.1145/2414425.2414431,41524683,2013,2013,M,50784711,1,4,Engineering and Technology,Computers,0.346,China,Engineering and Technology,Computers,China
jianmin,10.1145/2414425.2414431,15063254,2013,2013,M,50784711,2,4,Engineering and Technology,Computers,0.346,China,Engineering and Technology,Computers,China
yiping,10.1145/2414425.2414431,446872,2013,2013,F,50784711,4,4,Engineering and Technology,Computers,0.346,China,Engineering and Technology,Computers,China
rajarshi,10.1080/15230406.2013.776210,31127161,2013,2003,UNK,50739693,2,2,Social Sciences,Geography,4.048,United States,Chemistry,General Chemistry,nan
david w.,10.1080/15230406.2013.776212,47084471,2013,2013,M,50739694,2,3,Social Sciences,Geography,1.918,United States,Social Sciences,Geography,United States
alessandro,10.3233/ida-130597,20467284,2013,2011,M,50755608,2,2,Engineering and Technology,Computers,0.231,Italy,Engineering and Technology,Computers,Italy
helen hei-man,10.2196/jmir.2181,37486946,2013,2013,F,50059059,4,7,Health,Health Policy & Services,1.587,China,Health,Health Policy & Services,China
rickey sai-pong,10.2196/jmir.2181,42456042,2013,2013,M,50059059,3,7,Health,Health Policy & Services,1.587,China,Health,Health Policy & Services,China
shu-sen,10.2196/jmir.2181,39649230,2013,2013,M,50059059,6,7,Health,Health Policy & Services,1.587,China,Health,Health Policy & Services,China
bart,10.1145/2400682.2400683,1249530,2013,2009,M,49950295,1,3,Engineering and Technology,Computers,0.231,Belgium,Mathematics,Applied Mathematics,Belgium
bjorn,10.1145/2400682.2400683,45196441,2013,1998,M,49950295,2,3,Engineering and Technology,Computers,0.231,Belgium,Engineering and Technology,Computers,nan
jonas,10.1145/2400682.2400683,9491882,2013,2004,M,49950295,3,3,Engineering and Technology,Computers,0.231,Belgium,Engineering and Technology,Computers,nan
melissa,10.3109/10826084.2012.726549,45569619,2013,2011,F,49965347,1,2,Clinical Medicine,Addictive Diseases,0.293,United States,Clinical Medicine,Addictive Diseases,United States
michael,10.3109/10826084.2012.726549,18174543,2013,1980,M,49965347,2,2,Clinical Medicine,Addictive Diseases,0.293,United States,Clinical Medicine,Pharmacy,nan
yevgen,10.1016/j.ipm.2012.02.001,1025887,2013,2013,UNK,49917240,1,5,Professional Fields,Information Science & Library Science,0.3,United States,Professional Fields,Information Science & Library Science,United States
valentin,10.1016/j.ipm.2012.02.001,22430478,2013,2006,M,49917240,2,5,Professional Fields,Information Science & Library Science,0.3,Finland,Mathematics,Applied Mathematics,nan
amanda,10.1016/j.ipm.2012.02.001,3981916,2013,2004,F,49917240,5,5,Professional Fields,Information Science & Library Science,0.3,United States,Psychology,Experimental Psychology,nan
henrique,10.1016/j.ipm.2012.03.003,20811934,2013,2010,m,49917250,2,7,Professional Fields,Information Science & Library Science,1.648,Brazil,Engineering and Technology,Computers,Brazil
david,10.1016/j.ipm.2012.03.003,45520680,2013,2004,m,49917250,6,7,Professional Fields,Information Science & Library Science,1.648,Brazil,Engineering and Technology,Computers,nan
edleno,10.1016/j.ipm.2012.03.003,28574643,2013,2003,nan,49917250,7,7,Professional Fields,Information Science & Library Science,1.648,Brazil,Engineering and Technology,Computers,nan
kunfeng,10.1109/tmm.2012.2225030,9517696,2013,2013,UNK,49713472,1,2,Engineering and Technology,Electrical Engineering & Electronics,0.205,China,Engineering and Technology,Electrical Engineering & Electronics,China
michael f.,10.1080/15230406.2013.777139,23614726,2013,1980,M,50739691,2,3,Social Sciences,Geography,10.654,United States,Earth and Space,Geology,nan
jeremy w.,10.1080/15230406.2013.777137,24036328,2013,2001,M,50739696,1,7,Social Sciences,Geography,10.334,United States,Social Sciences,Geography,nan
matthew w.,10.1080/15230406.2013.777137,35336345,2013,2009,M,50739696,6,7,Social Sciences,Geography,10.334,United States,Social Sciences,Geography,United States
monica,10.1080/15230406.2013.777137,13902042,2013,2013,F,50739696,5,7,Social Sciences,Geography,10.334,United States,Social Sciences,Geography,United States
elisabeth,10.1016/j.chb.2012.05.026,8382173,2013,2009,F,49715459,1,3,Psychology,Human Factors,2.522,Norway,Social Sciences,Sociology,Norway
kjartan,10.1016/j.chb.2012.05.026,2488819,2013,2010,UNK,49715459,2,3,Psychology,Human Factors,2.522,Iceland,Social Sciences,Miscellaneous Social Sciences,Iceland
george,10.1109/access.2013.2260793,21679778,2013,2013,M,56405436,1,2,Engineering and Technology,Computers,0.0,Taiwan,Engineering and Technology,Computers,Taiwan
jay,10.1109/access.2013.2260793,4138424,2013,2013,M,56405436,2,2,Engineering and Technology,Computers,0.0,Taiwan,Engineering and Technology,Computers,Taiwan
daniel,10.1108/intr-06-2013-0115,44197032,2013,2003,M,51280774,2,6,Engineering and Technology,Electrical Engineering & Electronics,3.89,Spain,Engineering and Technology,Computers,nan
panagiotis takis,10.1108/intr-06-2013-0115,1854470,2013,1995,M,51280774,3,6,Engineering and Technology,Electrical Engineering & Electronics,3.89,United States,Engineering and Technology,Computers,nan
eni,10.1108/intr-06-2013-0115,47970849,2013,2012,UNK,51280774,4,6,Engineering and Technology,Electrical Engineering & Electronics,3.89,United States,Biomedical Research,General Biomedical Research,United States
markus,10.1108/intr-06-2013-0115,44354819,2013,2011,M,51280774,5,6,Engineering and Technology,Electrical Engineering & Electronics,3.89,Austria,Engineering and Technology,Computers,Austria
jonghyun,10.3233/ais-120191,32211453,2013,2010,m,49743447,1,3,Engineering and Technology,Electrical Engineering & Electronics,0.409,South Korea,Engineering and Technology,Electrical Engineering & Electronics,nan
woontack,10.3233/ais-120191,19955802,2013,2003,UNK,49743447,3,3,Engineering and Technology,Electrical Engineering & Electronics,0.409,South Korea,Engineering and Technology,Computers,nan
stephen,10.1111/jcc4.12001,32021794,2013,2010,M,50004586,2,3,Professional Fields,Communication,9.795,United States,Professional Fields,Communication,United States
claire,10.1108/jd-03-2012-0027,33303381,2013,2005,F,50669137,3,3,Professional Fields,Information Science & Library Science,5.542,United Kingdom,Engineering and Technology,Computers,nan
kristin k.,10.1007/s11051-012-1381-8,41763856,2013,2013,F,50428302,1,13,Engineering and Technology,Materials Science,0.565,United States,Engineering and Technology,Materials Science,United States
doo-hun,10.1007/s11051-012-1381-8,21926320,2013,2011,M,50428302,8,13,Engineering and Technology,Materials Science,0.565,United States,Psychology,Behavioral Science & Complementary Psychology,United States
nan,10.1007/s11051-012-1381-8,2328470,2013,2013,M,50428302,10,13,Engineering and Technology,Materials Science,0.565,United States,Engineering and Technology,Materials Science,United States
maria,10.1007/s11051-012-1381-8,10641131,2013,2013,F,50428302,12,13,Engineering and Technology,Materials Science,0.565,United States,Engineering and Technology,Materials Science,United States
aaron,10.1080/10548408.2013.751272,22210485,2013,2013,M,50109267,1,3,Professional Fields,Miscellaneous Professional Field,3.191,Australia,Professional Fields,Miscellaneous Professional Field,Australia
glen,10.1080/10548408.2013.751272,7528832,2013,2013,M,50109267,2,3,Professional Fields,Miscellaneous Professional Field,3.191,Australia,Professional Fields,Miscellaneous Professional Field,Australia
judith,10.1080/10548408.2013.751272,45468170,2013,2009,F,50109267,3,3,Professional Fields,Miscellaneous Professional Field,3.191,Australia,Professional Fields,Miscellaneous Professional Field,United Kingdom
harry,10.1007/s11042-011-0984-x,37888015,2013,1997,M,49954807,1,3,Engineering and Technology,Electrical Engineering & Electronics,0.205,United Kingdom,Professional Fields,Management,nan
marios c.,10.1007/s11042-011-0984-x,42304893,2013,1989,UNK,49954807,2,3,Engineering and Technology,Electrical Engineering & Electronics,0.205,United Kingdom,Professional Fields,Education,nan
damon daylamani,10.1007/s11042-011-0984-x,43103709,2013,2012,M,49954807,3,3,Engineering and Technology,Electrical Engineering & Electronics,0.205,United Kingdom,Engineering and Technology,Computers,United Kingdom
fadi,10.1177/1527476412453948,3070105,2013,2007,M,49717148,1,3,Professional Fields,Communication,0.14,Netherlands,Professional Fields,Communication,nan
liesbet,10.1177/1527476412453948,8737148,2013,1992,UNK,49717148,2,3,Professional Fields,Communication,0.14,United Kingdom,Professional Fields,Communication,nan
liesbet,10.1177/1461444811405020,8737148,2011,1992,UNK,47669196,1,3,Professional Fields,Communication,1.222,United Kingdom,Professional Fields,Communication,nan
liesbet,10.1057/fr.2010.29,8737148,2011,1992,UNK,46385344,2,3,Social Sciences,Miscellaneous Social Sciences,0.734,United Kingdom,Professional Fields,Communication,nan
floris,10.1177/1527476412453948,7776937,2013,2007,M,49717148,3,3,Professional Fields,Communication,0.14,Netherlands,Professional Fields,Communication,Netherlands
roberto,10.1016/j.jnt.2012.05.036,20375739,2013,2002,M,49683822,2,2,Mathematics,General Mathematics,2.51,Italy,Mathematics,General Mathematics,nan
sandro,10.1016/j.jnt.2012.05.036,6305784,2013,1996,M,49683822,1,2,Mathematics,General Mathematics,2.51,Italy,Mathematics,General Mathematics,nan
sibele,10.1371/journal.pone.0050109,22832479,2012,2012,f,49813823,1,6,Biomedical Research,General Biomedical Research,1.025,Brazil,Biomedical Research,General Biomedical Research,Brazil
fabio a.,10.1371/journal.pone.0050109,32754299,2012,2009,M,49813823,2,6,Biomedical Research,General Biomedical Research,1.025,Brazil,Biology,General Zoology,Brazil
atila,10.1371/journal.pone.0050109,13395058,2012,2008,M,49813823,4,6,Biomedical Research,General Biomedical Research,1.025,Brazil,Biomedical Research,Virology,Brazil
dan,10.1177/1077699012456020,36404309,2012,1987,F,49896931,1,2,Professional Fields,Communication,1.451,United States,Professional Fields,Communication,nan
han,10.1016/j.jrp.2012.08.008,1068495,2012,2012,M,49634993,2,4,Psychology,Social Psychology,2.12,Singapore,Psychology,Social Psychology,Singapore
jonathan,10.1016/j.jrp.2012.08.008,37594977,2012,2012,M,49634993,3,4,Psychology,Social Psychology,2.12,Singapore,Psychology,Social Psychology,Singapore
fang,10.1016/j.jrp.2012.08.008,49757478,2012,2012,F,49634993,4,4,Psychology,Social Psychology,2.12,Singapore,Psychology,Social Psychology,Singapore
heng-li,10.1007/s10796-011-9314-0,47763716,2012,2005,M,49635589,2,2,Engineering and Technology,Computers,0.416,Taiwan,Engineering and Technology,Computers,nan
chi-lun,10.1007/s10796-011-9314-0,4952823,2012,2010,M,49635589,1,2,Engineering and Technology,Computers,0.416,Taiwan,Professional Fields,Information Science & Library Science,nan
asta,10.1111/j.1460-2466.2012.01675.x,15834843,2012,2009,F,49618917,2,3,Professional Fields,Communication,0.725,United States,Professional Fields,Education,United States
lelia,10.1111/j.1460-2466.2012.01675.x,38666450,2012,2011,F,49618917,3,3,Professional Fields,Communication,0.725,United States,Professional Fields,Communication,United States
juliann,10.1089/cyber.2012.0185,24779250,2012,2004,F,49609928,1,2,Professional Fields,Communication,0.311,United States,Professional Fields,Communication,nan
ero,10.1142/s0218488512400284,12868583,2012,2012,UNK,49570952,1,3,Engineering and Technology,Computers,0.104,Belgium,Engineering and Technology,Computers,Belgium
carmela,10.1142/s0218488512400284,23092991,2012,2011,F,49570952,2,3,Engineering and Technology,Computers,0.104,Belgium,Engineering and Technology,Computers,Belgium
